verdict	reason	authoritative	engineSource	resolvedName	resolvedTarget	path
kept	-	auth-kept	program-files	ssh-agent	D:\Program Files\Git\usr\bin\ssh-agent.exe	D:\Program Files\Git\usr\bin\ssh-agent.exe
kept	-	auth-kept	program-files	WeixinExt	D:\Program Files\Tencent\Weixin\4.1.13.65\WeixinExt.exe	D:\Program Files\Tencent\Weixin\4.1.13.65\WeixinExt.exe
kept	-	auth-kept	start-menu	轻松发现、直观显示和共享数据中的见解。	C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Excel.lnk
filtered	2-excluded-name	auth-filtered	program-files	!Install iSlideTools Without Shim	C:\Program Files (x86)\iSlide Tools\!Install iSlideTools Without Shim.bat	C:\Program Files (x86)\iSlide Tools\!Install iSlideTools Without Shim.bat
kept	-	auth-kept	program-files	setmetamode	D:\Program Files\Git\usr\bin\setmetamode.exe	D:\Program Files\Git\usr\bin\setmetamode.exe
kept	-	auth-kept	program-files	ttx	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\ttx.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\ttx.exe
kept	-	auth-kept	program-files	AsusScreenXpertQuickGuide	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertQuickGuide.exe	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertQuickGuide.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-24\bin\jwebserver.exe	C:\Program Files\Java\jdk-24\bin\jwebserver.exe
kept	-	auth-kept	program-files	vctl	C:\Program Files (x86)\VMware\VMware Workstation\bin\vctl.exe	C:\Program Files (x86)\VMware\VMware Workstation\bin\vctl.exe
kept	-	auth-kept	program-files	patch	D:\Program Files\Git\usr\bin\patch.exe	D:\Program Files\Git\usr\bin\patch.exe
kept	-	auth-kept	program-files	PerfWatson2.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\PerfWatson2.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\PerfWatson2.exe
kept	-	auth-kept	start-menu	微信	D:\Program Files\Tencent\Weixin\Weixin.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\微信\微信.lnk
kept	-	auth-kept	program-files	Aha Doctor	C:\Users\17822\AppData\Local\Programs\TRAE SOLO CN\aha_doctor\aha_doctor.exe	C:\Users\17822\AppData\Local\Programs\TRAE SOLO CN\aha_doctor\aha_doctor.exe
filtered	2-excluded-name	auth-filtered	program-files	Microsoft Edge Update	C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe	C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe
kept	-	auth-kept	program-files	Microsoft Office Contact Retriever	C:\Program Files\Microsoft Office\root\Office16\NAMECONTROLSERVER.EXE	C:\Program Files\Microsoft Office\root\Office16\NAMECONTROLSERVER.EXE
kept	-	auth-kept	program-files	pygmentize	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\pygmentize.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\pygmentize.exe
filtered	2-excluded-name	auth-filtered	program-files	hasp_update	D:\Program Files\Tuanjie Hub\hasp_update.exe	D:\Program Files\Tuanjie Hub\hasp_update.exe
kept	-	auth-kept	program-files	studio	C:\Program Files\Android\Android Studio\bin\studio.bat	C:\Program Files\Android\Android Studio\bin\studio.bat
kept	-	auth-kept	program-files	dir	D:\Program Files\Git\usr\bin\dir.exe	D:\Program Files\Git\usr\bin\dir.exe
kept	-	auth-kept	program-files	AsusScreenXpertToast	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertToast.exe	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertToast.exe
kept	-	auth-kept	program-files	Microsoft Edge	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\elevation_service.exe	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\elevation_service.exe
kept	-	auth-kept	program-files	pip	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\pip.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\pip.exe
kept	-	auth-kept	program-files	dnx	C:\Program Files\dotnet\dnx.cmd	C:\Program Files\dotnet\dnx.cmd
kept	-	auth-kept	program-files	Microsoft Visual Studio Command Line	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\devenv.com	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\devenv.com
filtered	5-system-tool	auth-filtered	start-menu	放大显示所选的文本和其他屏幕对象以便容易阅读。	C:\WINDOWS\system32\magnify.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility\Magnify.lnk
kept	-	auth-kept	program-files	WorkBuddy Desktop - AI Agent Desktop Application	C:\Program Files\XiaoshuoClaw\Uninstall XiaoshuoClaw.exe	C:\Program Files\XiaoshuoClaw\Uninstall XiaoshuoClaw.exe
kept	-	auth-kept	program-files	uninst	C:\Program Files (x86)\iSlide Tools\uninst.exe	C:\Program Files (x86)\iSlide Tools\uninst.exe
kept	-	auth-kept	program-files	fonttools	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\fonttools.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\fonttools.exe
filtered	2-excluded-name	auth-filtered	program-files	Armoury Crate User Session Helper	C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe	C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.UserSessionHelper.exe
kept	-	auth-kept	program-files	rvim	D:\Program Files\Git\usr\bin\rvim.exe	D:\Program Files\Git\usr\bin\rvim.exe
kept	-	auth-kept	start-menu	输入法管理器	D:\Program Files (x86)\SogouInput\SogouExe\SogouExe.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\搜狗输入法\输入法管理器.lnk
kept	-	auth-kept	program-files	Microsoft Edge	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\msedge_proxy.exe	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\msedge_proxy.exe
kept	-	auth-kept	program-files	BlizzardError (x64)	C:\Program Files (x86)\Battle.net\Battle.net.17620\BlizzardError.exe	C:\Program Files (x86)\Battle.net\Battle.net.17620\BlizzardError.exe
kept	-	auth-kept	program-files	blender-mcp	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\blender-mcp.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\blender-mcp.exe
kept	-	auth-kept	program-files	Microsoft .NET Runtime Crash Dump Generator	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\createdump.exe	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\createdump.exe
kept	-	auth-kept	start-menu	更改 Office 应用程序的语言首选项。	C:\Program Files\Microsoft Office\root\Office16\SETLANG.EXE	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Office 工具\Office 语言首选项.lnk
kept	-	auth-kept	program-files	Get-AppxVersion	C:\Program Files (x86)\ASUS\Update\1.3.107.159\Get-AppxVersion.exe	C:\Program Files (x86)\ASUS\Update\1.3.107.159\Get-AppxVersion.exe
filtered	2-excluded-name	auth-filtered	program-files	Asus ROG software product installation verifier. 	C:\Program Files (x86)\LightingService\AsusInstallVerifier.exe	C:\Program Files (x86)\LightingService\AsusInstallVerifier.exe
kept	-	auth-kept	program-files	PROSPICE Simulation Module	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\BIN\CONSOLE.EXE	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\BIN\CONSOLE.EXE
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\jlink.exe	C:\Program Files\Java\jdk-17\bin\jlink.exe
kept	-	auth-kept	start-menu	【抖音】记录美好生活	D:\Program Files (x86)\ByteDance\douyin\douyin.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\抖音.lnk
kept	-	auth-kept	program-files	Timeline Wizard command line exe	C:\Program Files\Microsoft Office\root\Office16\TLIMPT.EXE	C:\Program Files\Microsoft Office\root\Office16\TLIMPT.EXE
kept	-	auth-kept	program-files	鹰角启动器	C:\Program Files\Hypergryph Launcher\1.4.0\Updater.exe	C:\Program Files\Hypergryph Launcher\1.4.0\Updater.exe
kept	-	auth-kept	program-files	mcp	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\mcp.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\mcp.exe
kept	-	auth-kept	program-files	Theme viewer	C:\Program Files (x86)\WiX Toolset v3.11\bin\ThmViewer.exe	C:\Program Files (x86)\WiX Toolset v3.11\bin\ThmViewer.exe
kept	-	auth-kept	program-files	nl	D:\Program Files\Git\usr\bin\nl.exe	D:\Program Files\Git\usr\bin\nl.exe
kept	-	auth-kept	program-files	360安全卫士 隔离区模块	C:\Program Files (x86)\360\360safe\360Restore.exe	C:\Program Files (x86)\360\360safe\360Restore.exe
kept	-	auth-kept	program-files	ASUS NodeJS Web Framework	C:\Program Files (x86)\ASUS\ArmouryDevice\asus_framework.exe	C:\Program Files (x86)\ASUS\ArmouryDevice\asus_framework.exe
kept	-	auth-kept	program-files	gpgsm	D:\Program Files\Git\usr\bin\gpgsm.exe	D:\Program Files\Git\usr\bin\gpgsm.exe
kept	-	auth-kept	start-menu	ok-nte	D:\Users\17822\AppData\Local\ok-nte\ok-nte.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\ok-nte.lnk
filtered	5-system-tool	auth-filtered	start-menu	实时监视以下资源的使用情况和性能: CPU、磁盘、网络和内存。	C:\WINDOWS\system32\perfmon.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Resource Monitor.lnk
kept	-	auth-kept	program-files	id	D:\Program Files\Git\usr\bin\id.exe	D:\Program Files\Git\usr\bin\id.exe
filtered	5-system-tool	auth-filtered	start-menu	配置和管理远程桌面网关服务器	C:\WINDOWS\system32\tsgateway.msc	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Remote Desktop Services\RD Gateway Manager.lnk
kept	-	auth-kept	program-files	Authenticode(R) - signing and verifying tool	C:\Program Files (x86)\Microsoft SDKs\ClickOnce\SignTool\signtool.exe	C:\Program Files (x86)\Microsoft SDKs\ClickOnce\SignTool\signtool.exe
kept	-	auth-kept	program-files	u2d	D:\Program Files\Git\usr\bin\u2d.exe	D:\Program Files\Git\usr\bin\u2d.exe
kept	-	auth-kept	start-menu	NVIDIA Canvas	C:\Program Files\NVIDIA Corporation\NVIDIA Canvas\Canvas.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\NVIDIA Corporation\NVIDIA Canvas.lnk
kept	-	auth-kept	start-menu	Launches the Python 3.10 interpreter.	C:\Users\17822\AppData\Local\Programs\Python\Python310\python.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Python 3.10\Python 3.10 (64-bit).lnk
kept	-	auth-kept	program-files	md5sum	C:\Program Files\Gpg4win\bin\md5sum.exe	C:\Program Files\Gpg4win\bin\md5sum.exe
kept	-	auth-kept	start-menu	百度网盘快捷方式	D:\Users\Public\baidu\BaiduNetdisk\BaiduNetdisk.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\百度网盘\百度网盘.lnk
kept	-	auth-kept	program-files	Microsoft Query	C:\Program Files\Microsoft Office\root\Office16\MSQRY32.EXE	C:\Program Files\Microsoft Office\root\Office16\MSQRY32.EXE
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\jstack.exe	C:\Program Files\Java\jdk-17\bin\jstack.exe
filtered	2-excluded-name	auth-filtered	start-menu	Start the Python 3.14 documentation server.	C:\Users\17822\AppData\Local\Programs\Python\Python314\python.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Python 3.14\Python 3.14 Module Docs (64-bit).lnk
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-24\bin\javap.exe	C:\Program Files\Java\jdk-24\bin\javap.exe
filtered	2-excluded-name	auth-filtered	program-files	Windows Setup API	C:\Program Files\Nefarius Software Solutions\Virtual Gamepad Emulation Bus Driver\devcon.exe	C:\Program Files\Nefarius Software Solutions\Virtual Gamepad Emulation Bus Driver\devcon.exe
filtered	4-not-executable-target	auth-filtered	start-menu	Bongo Cat	steam://rungameid/3419430	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Steam\Bongo Cat.url
filtered	5-system-tool	auth-filtered	program-files	Microsoft Network Realtime Inspection Service	C:\Program Files\Windows Defender\NisSrv.exe	C:\Program Files\Windows Defender\NisSrv.exe
kept	-	auth-kept	program-files	Python	C:\Users\17822\AppData\Local\Programs\Python\Python310\pythonw.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\pythonw.exe
kept	-	auth-kept	program-files	ASUSDigitalKeyboard	C:\Program Files\ASUS\AsusScreenXpert\ASUSDigitalKeyboard.exe	C:\Program Files\ASUS\AsusScreenXpert\ASUSDigitalKeyboard.exe
kept	-	auth-kept	program-files	SQL Server Replication Merge Agent	C:\Program Files\Microsoft SQL Server\160\COM\replmerg.exe	C:\Program Files\Microsoft SQL Server\160\COM\replmerg.exe
kept	-	auth-kept	program-files	accelerate-estimate-memory	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\accelerate-estimate-memory.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\accelerate-estimate-memory.exe
kept	-	auth-kept	program-files	start-ssh-pageant	D:\Program Files\Git\cmd\start-ssh-pageant.cmd	D:\Program Files\Git\cmd\start-ssh-pageant.cmd
kept	-	auth-kept	program-files	Google Chrome	C:\Program Files\Google\Chrome\Application\chrome_proxy.exe	C:\Program Files\Google\Chrome\Application\chrome_proxy.exe
kept	-	auth-kept	program-files	Diagnostic and Debugging query tool for Npcap	C:\Program Files\Npcap\DriverQuery.exe	C:\Program Files\Npcap\DriverQuery.exe
kept	-	auth-kept	program-files	Obsidian	C:\Program Files\Obsidian\Uninstall Obsidian.exe	C:\Program Files\Obsidian\Uninstall Obsidian.exe
kept	-	auth-kept	program-files	Qoder	C:\Users\17822\AppData\Local\Programs\Qoder\Qoder.exe	C:\Users\17822\AppData\Local\Programs\Qoder\Qoder.exe
filtered	2-excluded-name	auth-filtered	program-files	Touch Keyboard and Handwriting Panel Helper	C:\Program Files (x86)\Common Files\Microsoft Shared\ink\TabTip32.exe	C:\Program Files (x86)\Common Files\Microsoft Shared\ink\TabTip32.exe
kept	-	auth-kept	start-menu	设置	D:\Program Files (x86)\SogouInput\SogouExe\SogouExe.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\搜狗输入法\设置.lnk
kept	-	auth-kept	program-files	VirtualBox DTrace Chooser	C:\Program Files\ldplayer9box\VBoxDTrace.exe	C:\Program Files\ldplayer9box\VBoxDTrace.exe
kept	-	auth-kept	program-files	SQL Server Replication Distribution Agent	C:\Program Files\Microsoft SQL Server\160\COM\DISTRIB.exe	C:\Program Files\Microsoft SQL Server\160\COM\DISTRIB.exe
filtered	4-not-executable-target	auth-filtered	start-menu	打字入门	D:\Program Files (x86)\SogouInput\16.8.0.5194\Sogou Tutorial.url	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\搜狗输入法\链接\打字入门.lnk
kept	-	auth-kept	program-files	AI办公	C:\Program Files (x86)\360\360zip\360ZipChrome.exe	C:\Program Files (x86)\360\360zip\360ZipChrome.exe
kept	-	auth-kept	program-files	getfacl	D:\Program Files\Git\usr\bin\getfacl.exe	D:\Program Files\Git\usr\bin\getfacl.exe
kept	-	auth-kept	program-files	pinky	D:\Program Files\Git\usr\bin\pinky.exe	D:\Program Files\Git\usr\bin\pinky.exe
filtered	5-system-tool	auth-filtered	start-menu	GUI Turbo Assembler	C:\Windows\Installer\{F522C947-52FA-4C01-B933-16292944E000}\_394FB8201FE0CEDE9B6330.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Lakhya's Innovation Inc\GUI Turbo Assembler\GUI Turbo Assembler.lnk
filtered	2-excluded-name	auth-filtered	start-menu	Inno Setup Documentation (Dark)	C:\Program Files\Inno Setup 7\ISetup-dark.chm	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Inno Setup 7\Inno Setup Documentation (Dark).lnk
filtered	2-excluded-name	auth-filtered	program-files	Microsoft® HTML Help Compiler	C:\Program Files (x86)\HTML Help Workshop\hhc.exe	C:\Program Files (x86)\HTML Help Workshop\hhc.exe
filtered	2-excluded-name	auth-filtered	program-files	ASUS Update	C:\Program Files (x86)\ASUS\Update\1.3.107.159\AsusUpdateBroker.exe	C:\Program Files (x86)\ASUS\Update\1.3.107.159\AsusUpdateBroker.exe
kept	-	auth-kept	start-menu	SQL Server 2022 错误和使用情况报告	C:\Program Files\Microsoft SQL Server\160\Shared\SqlWtsn.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft SQL Server 2022\配置工具\SQL Server 2022 错误和使用情况报告.lnk
kept	-	auth-kept	program-files	bzip2recover	D:\Program Files\Git\usr\bin\bzip2recover.exe	D:\Program Files\Git\usr\bin\bzip2recover.exe
kept	-	auth-kept	program-files	SQLMonitor	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\sqlmonitor.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\sqlmonitor.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\jdb.exe	C:\Program Files\Java\jdk-17\bin\jdb.exe
kept	-	auth-kept	start-menu	Run the Okular PDF viewer to sign and verify documents with GnuPG.	C:\Program Files\Gpg4win\bin\okular.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Okular - GnuPG Edition.lnk
filtered	2-excluded-name	auth-filtered	program-files	压缩升级模块	C:\Program Files (x86)\360\360zip\360zipUpdate.exe	C:\Program Files (x86)\360\360zip\360zipUpdate.exe
kept	-	auth-kept	program-files	dumpsexp	D:\Program Files\Git\usr\bin\dumpsexp.exe	D:\Program Files\Git\usr\bin\dumpsexp.exe
kept	-	auth-kept	program-files	blender_oculus	D:\Program Files\Blender Foundation\Blender 3.6\blender_oculus.cmd	D:\Program Files\Blender Foundation\Blender 3.6\blender_oculus.cmd
filtered	5-system-tool	auth-filtered	program-files	Windows Defender Advanced Threat Protection Sample Upload module	C:\Program Files\Windows Defender Advanced Threat Protection\SenseSampleUploader.exe	C:\Program Files\Windows Defender Advanced Threat Protection\SenseSampleUploader.exe
filtered	2-excluded-name	auth-filtered	program-files	DesktopAppsDocumentation	http://go.microsoft.com/fwlink/p/?LinkID=529572	C:\Program Files (x86)\Windows Kits\10\Shortcuts\DesktopAppsDocumentation.url
filtered	2-excluded-name	auth-filtered	start-menu	百度网盘卸载快捷方式	D:\Users\Public\baidu\BaiduNetdisk\uninst.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\百度网盘\卸载百度网盘.lnk
kept	-	auth-kept	program-files	GlideX Service Extension	C:\Program Files\ASUS\GlideX\GlideXServiceExt.exe	C:\Program Files\ASUS\GlideX\GlideXServiceExt.exe
kept	-	auth-kept	program-files	Analysis Services Instance Rename Tool	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\ASInstanceRename.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\ASInstanceRename.exe
filtered	2-excluded-name	auth-filtered	start-menu	Documentation for desktop apps	C:\Program Files (x86)\Windows Kits\10\Shortcuts\DesktopAppsDocumentation.url	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Kits\Windows Software Development Kit\Documentation for Desktop Apps.lnk
kept	-	auth-kept	program-files	xz data compression tool for .xz and .lzma files	D:\Program Files\Git\mingw64\bin\xzcat.exe	D:\Program Files\Git\mingw64\bin\xzcat.exe
kept	-	auth-kept	program-files	米哈游启动器	D:\Program Files\miHoYo Launcher\1.18.0.380\HYPWorker.exe	D:\Program Files\miHoYo Launcher\1.18.0.380\HYPWorker.exe
kept	-	auth-kept	program-files	vmrest	C:\Program Files (x86)\VMware\VMware Workstation\vmrest.exe	C:\Program Files (x86)\VMware\VMware Workstation\vmrest.exe
kept	-	auth-kept	program-files	Virtual Pet Launcher	C:\Program Files\ASUS\Virtual Pet\Launcher.exe	C:\Program Files\ASUS\Virtual Pet\Launcher.exe
filtered	2-excluded-name	auth-filtered	program-files	ASUS Update Setup	C:\Program Files (x86)\ASUS\ASUS\ROG Live Service\AsusUpdateSetup.exe	C:\Program Files (x86)\ASUS\ASUS\ROG Live Service\AsusUpdateSetup.exe
